what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wb.rcp.databinding.emf,1.0.0.r37x201106091049,"org.eclipse.wb.rcp.databinding.emf",1330352959180
stopped,bundle,org.eclipse.wb.rcp.databinding.xwt,1.0.0.r37x201106081641,"org.eclipse.wb.rcp.databinding.xwt",1330352959181
stopped,bundle,org.eclipse.wb.rcp.databinding,1.0.0.r37x201106091049,"org.eclipse.wb.rcp.databinding",1330352959181
stopped,bundle,org.eclipse.wb.rcp.nebula,1.0.0.r37x201106091049,"org.eclipse.wb.rcp.nebula",1330352959181
stopped,bundle,org.eclipse.wb.rcp.swing2swt,1.0.0.r37x201106091049,"org.eclipse.wb.rcp.swing2swt",1330352959182
stopped,bundle,org.eclipse.wb.xwt,1.0.0.r37x201106081641,"org.eclipse.wb.xwt",1330352959182
stopped,bundle,org.eclipse.wb.rcp,1.0.0.r37x201106091049,"org.eclipse.wb.rcp",1330352959182
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1330352959183
stopped,bundle,org.eclipse.linuxtools.cdt.libhover.devhelp,0.7.1.201106060936,"org.eclipse.linuxtools.cdt.libhover.devhelp",1330352959183
stopped,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201106060936,"org.eclipse.linuxtools.cdt.libhover",1330352959183
stopped,bundle,org.eclipse.cdt,8.0.0.201106081058,"org.eclipse.cdt",1330352959183
stopped,bundle,org.eclipse.cdt.doc.user,5.1.0.201106081058,"org.eclipse.cdt.doc.user",1330352959183
stopped,bundle,org.eclipse.mat.ui,1.1.0.201105231821,"org.eclipse.mat.ui",1330352959184
